year,cityid,g_private,reform,reformyear
2010,116,0.2517259,0,2014
2011,116,0.22182,0,2014
2012,116,0.273557,0,2014
2013,116,0.6261865,0,2014
2014,116,-0.2630836,1,2014
2015,116,0.0428581,1,2014
2016,116,0.0106187,1,2014
2017,116,-0.0175276,1,2014
2018,116,-0.0229611,1,2014
2004,117,0.1418803,0,2015
2005,117,0.0414121,0,2015
2006,117,0.1234389,0,2015
2007,117,0.0118839,0,2015
2008,117,0.1674935,0,2015
2009,117,0.2365855,0,2015
2010,117,0.3582661,0,2015
2011,117,0.3660103,0,2015
2012,117,0.1182254,0,2015
2013,117,0.1635044,0,2015
2014,117,0.1927168,0,2015
2015,117,-0.0154452,1,2015
2016,117,0.1689227,1,2015
2017,117,0.0234518,1,2015
2018,117,0.029858,1,2015
2004,118,0.1131588,0,2014
2005,118,0.1557475,0,2014
2006,118,0.2429526,0,2014
2007,118,0.3217283,0,2014
2008,118,-0.1026162,0,2014
2009,118,0.1046175,0,2014
2010,118,0.0738739,0,2014
2011,118,0.0468791,0,2014
2012,118,0.0696831,0,2014
2013,118,-0.2630836,0,2014
2014,118,0.6261865,1,2014
2015,118,0.1148609,1,2014
2016,118,0.0806981,1,2014
2017,118,0.0901828,1,2014
2018,118,0.0225127,1,2014
2004,119,0.1298452,0,2014
2005,119,0.0121043,0,2014
2006,119,0.499356,0,2014
2007,119,-0.2630836,0,2014
2008,119,0.4525271,0,2014
2009,119,-0.1487511,0,2014
2010,119,0.2364963,0,2014
2011,119,0.3916682,0,2014
2012,119,-0.0145757,0,2014
2013,119,-0.0243577,0,2014
2014,119,-0.0612829,1,2014
2015,119,0.1495301,1,2014
2016,119,0.261324,1,2014
2017,119,0.1263317,1,2014
2018,119,0.2005457,1,2014
2004,120,0.130426,0,2014
2005,120,0.1152202,0,2014
2006,120,0.6261865,0,2014
2007,120,0.130426,0,2014
2008,120,0.130426,0,2014
2009,120,-0.2630836,0,2014
2010,120,0.2482012,0,2014
2011,120,0.1488896,0,2014
2012,120,0.0009291,0,2014
2013,120,-0.1382779,0,2014
2014,120,0,1,2014
2015,120,0.6261865,1,2014
2016,120,-0.0781365,1,2014
2017,120,0.2826857,1,2014
2018,120,-0.0036889,1,2014
2004,121,0.1369382,0,2014
2005,121,0.2395352,0,2014
2006,121,0.1469856,0,2014
2007,121,0.191119,0,2014
2008,121,0.00568,0,2014
2009,121,0.1474294,0,2014
2010,121,0.1814371,0,2014
2011,121,0.2542144,0,2014
2012,121,0.1177727,0,2014
2013,121,0.0108608,0,2014
2014,121,0.2249034,1,2014
2015,121,0.1357991,1,2014
2016,121,0.0998453,1,2014
2017,121,0.1040878,1,2014
2018,121,0.0574646,1,2014
2004,122,0.186847,0,2015
2005,122,0.6261865,0,2015
2006,122,0.4680715,0,2015
2007,122,-0.0338895,0,2015
2008,122,-0.0758181,0,2015
2009,122,-0.2630836,0,2015
2010,122,0.0684997,0,2015
2011,122,0.5032115,0,2015
2012,122,-0.0273836,0,2015
2013,122,-0.0620065,0,2015
2014,122,0.0120534,0,2015
2015,122,0.4749345,1,2015
2016,122,0.3549663,1,2015
2017,122,-0.0455464,1,2015
2018,122,0.6156621,1,2015
2004,123,0.1598788,0,2015
2005,123,0.0510458,0,2015
2006,123,0.1598788,0,2015
2007,123,0.6261865,0,2015
2008,123,-0.2241361,0,2015
2009,123,-0.2630836,0,2015
2010,123,0.6261865,0,2015
2011,123,0.1061831,0,2015
2012,123,0.1311364,0,2015
2013,123,-0.2630836,0,2015
2014,123,0.1448124,0,2015
2015,123,0.6261865,1,2015
2016,123,0.1043859,1,2015
2017,123,0.217581,1,2015
2018,123,0.1950238,1,2015
2004,124,0.1421712,0,2014
2005,124,0.0544773,0,2014
2006,124,0.0011547,0,2014
2007,124,0.2068281,0,2014
2008,124,0.0493922,0,2014
2009,124,0.6261865,0,2014
2010,124,0.2345532,0,2014
2011,124,0.2769494,0,2014
2012,124,0.0890546,0,2014
2013,124,-0.040336,0,2014
2014,124,-0.2227827,1,2014
2015,124,0.2728394,1,2014
2016,124,0.2100986,1,2014
2017,124,0.1345117,1,2014
2018,124,0.0974704,1,2014
2004,125,0.209942,0,2014
2005,125,0.2077022,0,2014
2006,125,0.1386222,0,2014
2007,125,0.2149878,0,2014
2008,125,0.284769,0,2014
2009,125,0.1979616,0,2014
2010,125,0.1202803,0,2014
2011,125,0.0995141,0,2014
2012,125,0.1065836,0,2014
2013,125,-0.1403834,0,2014
2014,125,0.4092981,1,2014
2015,125,0.3315347,1,2014
2016,125,0.6261865,1,2014
2017,125,0.0131394,1,2014
2018,125,0.3289916,1,2014
2004,126,0.1152386,0,2014
2005,126,0.1893939,0,2014
2006,126,0.6261865,0,2014
2007,126,0.1144223,0,2014
2008,126,0.1005934,0,2014
2009,126,0.0852238,0,2014
2010,126,0.1184589,0,2014
2011,126,0.0923385,0,2014
2012,126,0.2072037,0,2014
2013,126,-0.2415418,0,2014
2014,126,0.1761009,1,2014
2015,126,0.0880141,1,2014
2016,126,0.0448282,1,2014
2017,126,-0.2630836,1,2014
2018,126,0.2752012,1,2014
2004,127,0.1633257,0,2014
2005,127,0.1556485,0,2014
2006,127,0.1633257,0,2014
2007,127,0.1633257,0,2014
2008,127,0.1633257,0,2014
2009,127,0.1633257,0,2014
2010,127,0.1282185,0,2014
2011,127,0.1099936,0,2014
2012,127,0.3760678,0,2014
2013,127,0.1479995,0,2014
2014,127,0.2189318,1,2014
2015,127,0.142999,1,2014
2016,127,0.1409996,1,2014
2017,127,0.1200896,1,2014
2018,127,0.0923089,1,2014
2004,128,0.1781966,0,2017
2005,128,-0.2630836,0,2017
2006,128,0.6261865,0,2017
2007,128,0.0208508,0,2017
2008,128,0.1781966,0,2017
2009,128,0.3285204,0,2017
2010,128,0.1781966,0,2017
2011,128,-0.1389818,0,2017
2012,128,0.5131749,0,2017
2013,128,0.0575229,0,2017
2014,128,0.2404592,0,2017
2015,128,0.2742602,0,2017
2016,128,0.2558841,0,2017
2017,128,0.2025552,1,2017
2018,128,0.0210102,1,2017
2004,129,0.106711,0,2014
2005,129,0.0999981,0,2014
2006,129,0.0548233,0,2014
2007,129,-0.0033768,0,2014
2008,129,0.276742,0,2014
2009,129,-0.2555,0,2014
2010,129,0.1678635,0,2014
2011,129,0.1165013,0,2014
2012,129,0.1757264,0,2014
2013,129,0.194797,0,2014
2014,129,-0.0065997,1,2014
2015,129,0.6261865,1,2014
2016,129,-0.2630836,1,2014
2017,129,0.2564437,1,2014
2018,129,0.0534321,1,2014
2004,130,0.1383627,0,2014
2005,130,0.0853679,0,2014
2006,130,0.1323493,0,2014
2007,130,0.03629,0,2014
2008,130,0.108003,0,2014
2009,130,0.2423886,0,2014
2010,130,0.218245,0,2014
2011,130,0.1295619,0,2014
2012,130,0.2229333,0,2014
2013,130,0.0108318,0,2014
2014,130,0.0001112,1,2014
2015,130,-0.0025293,1,2014
2016,130,0.445114,1,2014
2017,130,0.1424495,1,2014
2018,130,0.165962,1,2014
2004,131,0.1245978,0,2014
2005,131,0.0801658,0,2014
2006,131,0.6261865,0,2014
2007,131,0.1100087,0,2014
2008,131,-0.1276977,0,2014
2009,131,0,0,2014
2010,131,0.3173361,0,2014
2011,131,0.1225113,0,2014
2012,131,0.060432,0,2014
2013,131,-0.0664494,0,2014
2014,131,0.0111586,1,2014
2015,131,0.1127459,1,2014
2016,131,0.2498033,1,2014
2017,131,0.2214676,1,2014
2018,131,0.0267,1,2014
2004,132,0.1910552,0,2014
2005,132,0.1239275,0,2014
2006,132,0.1751875,0,2014
2007,132,0.0474242,0,2014
2008,132,0.1910552,0,2014
2009,132,0.1910552,0,2014
2010,132,0.6261865,0,2014
2011,132,0.074561,0,2014
2012,132,0.174014,0,2014
2013,132,0.1185699,0,2014
2014,132,0.6261865,1,2014
2015,132,0.0993001,1,2014
2016,132,0.0666895,1,2014
2017,132,0.0751967,1,2014
2018,132,0.0854186,1,2014
2004,133,0.1090726,0,2014
2005,133,-0.034727,0,2014
2006,133,0.1090726,0,2014
2007,133,0.1090726,0,2014
2008,133,0.1090726,0,2014
2009,133,0.3381632,0,2014
2010,133,-0.2630836,0,2014
2011,133,0.4588312,0,2014
2012,133,0.1333368,0,2014
2013,133,-0.0933511,0,2014
2014,133,0.0930851,1,2014
2015,133,-0.0032433,1,2014
2016,133,-0.1354271,1,2014
2017,133,0.2392239,1,2014
2018,133,0.4669904,1,2014
2004,134,0.1335708,0,2014
2005,134,0.6261865,0,2014
2006,134,0.0862832,0,2014
2007,134,0.0369802,0,2014
2008,134,0.1838367,0,2014
2009,134,-0.2427249,0,2014
2010,134,0.6261865,0,2014
2011,134,0.0372359,0,2014
2012,134,-0.1202594,0,2014
2013,134,-0.0085551,0,2014
2014,134,0.0877437,1,2014
2015,134,-0.0173881,1,2014
2016,134,0.0399994,1,2014
2017,134,0.2726532,1,2014
2018,134,0.2618135,1,2014
2004,135,0.1622927,0,2014
2005,135,0.1127414,0,2014
2006,135,0.6261865,0,2014
2007,135,0.0636301,0,2014
2008,135,0.4527929,0,2014
2009,135,-0.0454669,0,2014
2010,135,0.0982178,0,2014
2011,135,0.193418,0,2014
2012,135,-0.0151697,0,2014
2013,135,0.3331854,0,2014
2014,135,-0.2130083,1,2014
2015,135,0.2126862,1,2014
2016,135,-0.2630836,1,2014
2017,135,0.6261865,1,2014
2018,135,0.0897822,1,2014
2004,136,0.1015304,0,2013
2005,136,0.2160985,0,2013
2006,136,0.0862965,0,2013
2007,136,0.0471577,0,2013
2008,136,0.2078895,0,2013
2009,136,-0.0760005,0,2013
2010,136,0.1927726,0,2013
2011,136,0.0474727,0,2013
2012,136,0.1754183,0,2013
2013,136,0.1183416,1,2013
2014,136,0.0795618,1,2013
2015,136,0.2891074,1,2013
2016,136,-0.0554773,1,2013
2017,136,0.0192333,1,2013
2018,136,0.0735539,1,2013
2004,137,0.1055523,0,2014
2005,137,0.0289662,0,2014
2006,137,-0.0200456,0,2014
2007,137,0.0050082,0,2014
2008,137,0.0265869,0,2014
2009,137,0.1934517,0,2014
2010,137,-0.2630836,0,2014
2011,137,0.6261865,0,2014
2012,137,0.0112045,0,2014
2013,137,0.0041551,0,2014
2014,137,-0.0005517,1,2014
2015,137,0.0011041,1,2014
2016,137,-0.0052385,1,2014
2017,137,0.6261865,1,2014
2018,137,0.2438016,1,2014
2004,138,0.0939928,0,2014
2005,138,0.1397256,0,2014
2006,138,-0.0271263,0,2014
2007,138,0.0491268,0,2014
2008,138,0.2448448,0,2014
2009,138,0.1165261,0,2014
2010,138,0,0,2014
2011,138,0.0920014,0,2014
2012,138,0.4375472,0,2014
2013,138,0.2224234,0,2014
2014,138,0.1454606,1,2014
2015,138,-0.0383455,1,2014
2016,138,0.0099995,1,2014
2017,138,-0.2352692,1,2014
2018,138,0.1589846,1,2014
2004,139,0.1626993,0,2013
2005,139,0.3491867,0,2013
2006,139,0.3078669,0,2013
2007,139,0.0165988,0,2013
2008,139,0.0709339,0,2013
2009,139,0.6261865,0,2013
2010,139,0.1235593,0,2013
2011,139,0.2025816,0,2013
2012,139,-0.0164043,0,2013
2013,139,0.6261865,1,2013
2014,139,0.1559125,1,2013
2015,139,-0.0821202,1,2013
2016,139,-0.2630836,1,2013
2017,139,0.0528383,1,2013
2018,139,0.1075472,1,2013
2004,140,0.0031741,0,2013
2005,140,0.0031741,0,2013
2006,140,0.0031741,0,2013
2007,140,0.0031741,0,2013
2008,140,0.0031741,0,2013
2009,140,0.0031741,0,2013
2010,140,0.0031741,0,2013
2011,140,0.0031741,0,2013
2012,140,0.0031741,0,2013
2013,140,0.0740017,1,2013
2014,140,0.0274418,1,2013
2015,140,-0.2630836,1,2013
2016,140,0.0031741,1,2013
2017,140,0.0031741,1,2013
2018,140,0.1743363,1,2013
2004,141,0.0869681,0,2013
2005,141,0.11375,0,2013
2006,141,0.3093902,0,2013
2007,141,0.1469286,0,2013
2008,141,0.1258392,0,2013
2009,141,0.0023123,0,2013
2010,141,0.1121891,0,2013
2011,141,0.0328202,0,2013
2012,141,0.0175654,0,2013
2013,141,-0.0001511,1,2013
2014,141,-0.0457782,1,2013
2015,141,0.074253,1,2013
2016,141,0.0220205,1,2013
2017,141,0.1070723,1,2013
2018,141,0.1993412,1,2013
2004,142,0.0670033,0,2017
2005,142,0.0002725,0,2017
2006,142,-0.011023,0,2017
2007,142,0.0115371,0,2017
2008,142,-0.2630836,0,2017
2009,142,0.0918204,0,2017
2010,142,0.6261865,0,2017
2011,142,0.1279047,0,2017
2012,142,0.1063703,0,2017
2013,142,0.1270905,0,2017
2014,142,0.0045269,0,2017
2015,142,0.0070801,0,2017
2016,142,0.0190079,0,2017
2017,142,0.0199995,1,2017
2018,142,0.070356,1,2017
2004,143,0.0437676,0,2014
2005,143,0.0092976,0,2014
2006,143,0.0089999,0,2014
2007,143,0.0368898,0,2014
2008,143,0.0386003,0,2014
2009,143,0.0447411,0,2014
2010,143,0.078381,0,2014
2011,143,0.0900005,0,2014
2012,143,0.0175989,0,2014
2013,143,0.0732488,0,2014
2014,143,0.0089998,1,2014
2015,143,0.0900001,1,2014
2016,143,0.0284529,1,2014
2017,143,0.0437676,1,2014
2018,143,0.0437676,1,2014
2004,144,0.1404949,0,2015
2005,144,0.0339295,0,2015
2006,144,0.0631207,0,2015
2007,144,0.039582,0,2015
2008,144,0.0346665,0,2015
2009,144,-0.0713758,0,2015
2010,144,0.1416706,0,2015
2011,144,0.3561995,0,2015
2012,144,0.2330057,0,2015
2013,144,0.1894719,0,2015
2014,144,0.3511099,0,2015
2015,144,0.1404949,1,2015
2016,144,0.1404949,1,2015
2017,144,0.1581961,1,2015
2018,144,0.1563617,1,2015
2004,145,0.1103787,0,2015
2005,145,-0.2630836,0,2015
2006,145,0.6261865,0,2015
2007,145,0.2254096,0,2015
2008,145,0.0171466,0,2015
2009,145,0.0170424,0,2015
2010,145,0.0167717,0,2015
2011,145,-0.2630836,0,2015
2012,145,0.1966447,0,2015
2013,145,0.3388897,0,2015
2014,145,0.0446903,0,2015
2015,145,0.0372069,1,2015
2016,145,0.0703704,1,2015
2017,145,0.4279247,1,2015
2018,145,0.0531855,1,2015
2004,146,0.1010194,0,2013
2005,146,0.1968592,0,2013
2006,146,0.1904399,0,2013
2007,146,-0.023325,0,2013
2008,146,0.0859823,0,2013
2009,146,0.122448,0,2013
2010,146,0.2446677,0,2013
2011,146,0.2348019,0,2013
2012,146,-0.159795,0,2013
2013,146,-0.0912047,1,2013
2014,146,0.1277671,1,2013
2015,146,0.1091471,1,2013
2016,146,0.5527012,1,2013
2017,146,-0.2549727,1,2013
2018,146,0.0787545,1,2013
2004,147,0.1848068,0,2013
2005,147,0.003854,0,2013
2006,147,0.0972763,0,2013
2007,147,0.6261865,0,2013
2008,147,0.3106786,0,2013
2009,147,0.6261865,0,2013
2010,147,0.2779435,0,2013
2011,147,0.1999995,0,2013
2012,147,0.0063344,0,2013
2013,147,0.0230687,1,2013
2014,147,0,1,2013
2015,147,0,1,2013
2016,147,-0.2630836,1,2013
2017,147,0.6261865,1,2013
2018,147,0.0526646,1,2013
2004,148,0.133579,0,2014
2005,148,0.0372031,0,2014
2006,148,0.018965,0,2014
2007,148,0.0433164,0,2014
2008,148,0.1781149,0,2014
2009,148,0.0167094,0,2014
2010,148,0.1262387,0,2014
2011,148,0.0994812,0,2014
2012,148,0.1207327,0,2014
2013,148,0.0471768,0,2014
2014,148,0.0558118,1,2014
2015,148,0.1749356,1,2014
2016,148,0.2213326,1,2014
2017,148,0.1887926,1,2014
2018,148,0.5412946,1,2014
2004,149,0.0333883,0,2016
2005,149,0.0100002,0,2016
2006,149,0.0499995,0,2016
2007,149,0.1015357,0,2016
2008,149,-0.2630836,0,2016
2009,149,-0.1167645,0,2016
2010,149,0.042003,0,2016
2011,149,0.6261865,0,2016
2012,149,2.74E-06,0,2016
2013,149,0.019154,0,2016
2014,149,-2.69E-06,0,2016
2015,149,-0.0020118,0,2016
2016,149,-0.0156103,1,2016
2017,149,0.0051456,1,2016
2018,149,0.0108818,1,2016
2004,150,0.0621209,0,2014
2005,150,0.0254591,0,2014
2006,150,0.2894426,0,2014
2007,150,0.0869026,0,2014
2008,150,0.2290169,0,2014
2009,150,0,0,2014
2010,150,0.0207574,0,2014
2011,150,-0.0037796,0,2014
2012,150,0.0130113,0,2014
2013,150,-0.2630836,0,2014
2014,150,0.2019868,1,2014
2015,150,-0.2630836,1,2014
2016,150,0.2941768,1,2014
2017,150,-0.0415381,1,2014
2018,150,0.2804237,1,2014
2004,151,0.1415392,0,2014
2005,151,0.6261865,0,2014
2006,151,-0.0605699,0,2014
2007,151,0.1402818,0,2014
2008,151,0.0479505,0,2014
2009,151,0.1942509,0,2014
2010,151,0.5909548,0,2014
2011,151,-0.1785254,0,2014
2012,151,0.0908061,0,2014
2013,151,0.0866044,0,2014
2014,151,0.2192896,1,2014
2015,151,0.0506306,1,2014
2016,151,0.0344727,1,2014
2017,151,-0.0023223,1,2014
2018,151,0.1415392,1,2014
2004,152,0.0931385,0,2014
2005,152,0.0365575,0,2014
2006,152,-0.1277936,0,2014
2007,152,0.0500016,0,2014
2008,152,0.0796887,0,2014
2009,152,-0.1920563,0,2014
2010,152,0.6261865,0,2014
2011,152,0.4610496,0,2014
2012,152,0.1334955,0,2014
2013,152,0.0585312,0,2014
2014,152,0.0748565,1,2014
2015,152,0.0464693,1,2014
2016,152,0.0464696,1,2014
2017,152,0.0221809,1,2014
2018,152,-0.0116985,1,2014
2004,153,0.0915218,0,2014
2005,153,0.0563073,0,2014
2006,153,0.0024191,0,2014
2007,153,0.0473395,0,2014
2008,153,0.2270698,0,2014
2009,153,0.2584774,0,2014
2010,153,0.1248141,0,2014
2011,153,0.1910098,0,2014
2012,153,0.0490569,0,2014
2013,153,0.0479707,0,2014
2014,153,0.1583755,1,2014
2015,153,0.1508963,1,2014
2016,153,0.0003265,1,2014
2017,153,0.0010443,1,2014
2018,153,-0.0338021,1,2014
2004,154,0.1170102,0,2015
2005,154,-0.0657051,0,2015
2006,154,0.1560778,0,2015
2007,154,0.1795122,0,2015
2008,154,-0.1927755,0,2015
2009,154,0.2579589,0,2015
2010,154,0.1281727,0,2015
2011,154,0.105105,0,2015
2012,154,0.6261865,0,2015
2013,154,0.0014558,0,2015
2014,154,0.2056651,0,2015
2015,154,0.0956172,1,2015
2016,154,0.0390032,1,2015
2017,154,-0.1081305,1,2015
2018,154,0.2099995,1,2015
2004,155,0.1041971,0,2014
2005,155,0.0285135,0,2014
2006,155,0.0575347,0,2014
2007,155,-0.0295664,0,2014
2008,155,0.6261865,0,2014
2009,155,-0.2630836,0,2014
2010,155,0.0309888,0,2014
2011,155,0.1588233,0,2014
2012,155,0.2941871,0,2014
2013,155,0.2723548,0,2014
2014,155,0.2290823,1,2014
2015,155,0.1041971,1,2014
2016,155,0.1041971,1,2014
2017,155,0.1041971,1,2014
2018,155,-0.2588534,1,2014
2004,156,0.0918464,0,2014
2005,156,0.1576346,0,2014
2006,156,0.0604921,0,2014
2007,156,0.0594251,0,2014
2008,156,-0.0787138,0,2014
2009,156,0.0472256,0,2014
2010,156,0.1686306,0,2014
2011,156,-0.0022575,0,2014
2012,156,0.1239071,0,2014
2013,156,0.1136483,0,2014
2014,156,0.1447089,1,2014
2015,156,0.1428865,1,2014
2016,156,0.0866511,1,2014
2017,156,0.1289788,1,2014
2018,156,0.1326314,1,2014
2004,157,0.1241463,0,2013
2005,157,-0.2630836,0,2013
2006,157,0.250004,0,2013
2007,157,0.1937241,0,2013
2008,157,0.0412852,0,2013
2009,157,0.1399745,0,2013
2010,157,0.0988764,0,2013
2011,157,-0.2630836,0,2013
2012,157,0.3406984,0,2013
2013,157,-0.0911664,1,2013
2014,157,0.2347793,1,2013
2015,157,0.1259259,1,2013
2016,157,0.5670108,1,2013
2017,157,-0.2630836,1,2013
2018,157,0.6261865,1,2013
2004,158,0.053998,0,2014
2005,158,-0.0249982,0,2014
2006,158,0.0859963,0,2014
2007,158,-0.1188204,0,2014
2008,158,-0.1742058,0,2014
2009,158,0.6261865,0,2014
2010,158,0.0882521,0,2014
2011,158,0.0531859,0,2014
2012,158,0.0651667,0,2014
2013,158,0.0441246,0,2014
2014,158,0.044208,1,2014
2015,158,-0.2630836,1,2014
2016,158,0.5534759,1,2014
2017,158,-0.2630836,1,2014
2018,158,0.0395674,1,2014
2004,159,0.0823742,0,2014
2005,159,0.6261865,0,2014
2006,159,0.294155,0,2014
2007,159,0.0195589,0,2014
2008,159,0.0040286,0,2014
2009,159,0.0004594,0,2014
2010,159,0.051605,0,2014
2011,159,0.0037287,0,2014
2012,159,-0.160395,0,2014
2013,159,0.0085878,0,2014
2014,159,-0.0072782,1,2014
2015,159,0.0091953,1,2014
2016,159,0.0001815,1,2014
2017,159,0.2208511,1,2014
2018,159,0.0823742,1,2014
2004,160,0.1050174,0,2012
2005,160,0.2160985,0,2012
2006,160,0.0862965,0,2012
2007,160,0.0471577,0,2012
2008,160,0.2078895,0,2012
2009,160,-0.0760005,0,2012
2010,160,0.1927726,0,2012
2011,160,0.0474727,0,2012
2012,160,0.1754183,1,2012
2013,160,0.1183416,1,2012
2014,160,0.1050174,1,2012
2015,160,0.1050174,1,2012
2016,160,-0.06424,1,2012
2017,160,0.203985,1,2012
2018,160,0.1050174,1,2013
2004,161,0.131776,0,2015
2005,161,-0.2630836,0,2015
2006,161,-0.0504975,0,2015
2007,161,0.4505901,0,2015
2008,161,0.4371423,0,2015
2009,161,-0.0034952,0,2015
2010,161,0.4753463,0,2015
2011,161,-0.03598,0,2015
2012,161,0.1331338,0,2015
2013,161,0.6261865,0,2015
2014,161,-0.2630836,0,2015
2015,161,0.4131335,1,2015
2016,161,-0.1944896,1,2015
2017,161,0.0946835,1,2015
2018,161,0.0252774,1,2015
2004,162,0.1031964,0,2012
2005,162,0.2160985,0,2012
2006,162,0.0862965,0,2012
2007,162,0.0471577,0,2012
2008,162,0.2078895,0,2012
2009,162,-0.0760005,0,2012
2010,162,0.1927726,0,2012
2011,162,0.0474727,0,2012
2012,162,0.1754183,1,2012
2013,162,0.1183416,1,2012
2014,162,0.0795618,1,2012
2015,162,0.301179,1,2012
2016,162,-0.06424,1,2012
2017,162,0.203985,1,2012
2018,162,-0.0911831,1,2017
2004,163,0.0223622,0,2012
2005,163,0.1352743,0,2012
2006,163,0.0758128,0,2012
2007,163,0.0268694,0,2012
2008,163,0.00264,0,2012
2009,163,-0.0687466,0,2012
2010,163,0.0545134,0,2012
2011,163,-0.0159946,0,2012
2012,163,-0.073978,1,2012
2013,163,-0.2208133,1,2012
2014,163,0.2157272,1,2012
2015,163,-0.1777663,1,2012
2016,163,0.0640705,1,2012
2017,163,0.0571431,1,2012
2018,163,0.2383197,1,2013
2004,164,0.0554516,0,2015
2005,164,0.0169068,0,2015
2006,164,0.0176315,0,2015
2007,164,0.1318164,0,2015
2008,164,0.0554516,0,2015
2009,164,0.0554516,0,2015
2010,164,0.0554516,0,2015
2011,164,0.0554516,0,2015
2012,164,0.0554516,0,2015
2013,164,0.0554516,0,2015
2014,164,0.0554516,0,2015
2015,164,0.0554516,1,2015
2016,164,0.0554516,1,2015
2017,164,0.0554516,1,2015
2018,164,0.0554516,1,2015
2004,165,0.059448,0,2012
2005,165,0.2160985,0,2012
2006,165,0.0862965,0,2012
2007,165,0.0471577,0,2012
2008,165,0.2078895,0,2012
2009,165,-0.2630836,0,2012
2010,165,0.059448,0,2012
2011,165,0.059448,0,2012
2012,165,0.0366391,1,2012
2013,165,0.091276,1,2012
2014,165,0.2241134,1,2012
2015,165,-0.1026906,1,2012
2016,165,-0.1421472,1,2012
2017,165,0.1980577,1,2012
2018,165,0.1137685,1,2014
2004,166,0.1686865,0,2015
2005,166,0.6235288,0,2015
2006,166,0.0414337,0,2015
2007,166,0.1252979,0,2015
2008,166,0.0725596,0,2015
2009,166,0.0581792,0,2015
2010,166,0.6261865,0,2015
2011,166,0.0530395,0,2015
2012,166,0.2510758,0,2015
2013,166,-0.2630836,0,2015
2014,166,0.1686865,0,2015
2015,166,0.1686865,1,2015
2016,166,0.0630695,1,2015
2017,166,0.1082873,1,2015
2018,166,0.2646638,1,2015
2004,167,0.0921025,0,2015
2005,167,-0.2630836,0,2015
2006,167,0.6261865,0,2015
2007,167,0.3287125,0,2015
2008,167,0.0068877,0,2015
2009,167,0.2257801,0,2015
2010,167,-0.1718451,0,2015
2011,167,0.061998,0,2015
2012,167,-0.093124,0,2015
2013,167,-0.0832268,0,2015
2014,167,0.0921025,0,2015
2015,167,0.0921025,1,2015
2016,167,0.0921025,1,2015
2017,167,0.0921025,1,2015
2018,167,0.28274,1,2015
2004,168,0.0913061,0,2013
2005,168,-0.0049418,0,2013
2006,168,0.6261865,0,2013
2007,168,0.2738531,0,2013
2008,168,-0.0007731,0,2013
2009,168,0.1158659,0,2013
2010,168,-0.1757831,0,2013
2011,168,-0.1109813,0,2013
2012,168,-0.0666103,0,2013
2013,168,0.0700515,1,2013
2014,168,0.0934467,1,2013
2015,168,0.1200008,1,2013
2016,168,0.0913061,1,2013
2017,168,0.0913061,1,2013
2018,168,0.155358,1,2013
2004,169,0.1963651,0,2015
2005,169,-0.0541252,0,2015
2006,169,-0.0608317,0,2015
2007,169,0.3101707,0,2015
2008,169,0.2077468,0,2015
2009,169,0.1963651,0,2015
2010,169,0.1963651,0,2015
2011,169,0.0661066,0,2015
2012,169,0.0271975,0,2015
2013,169,0.0720891,0,2015
2014,169,0.5727461,0,2015
2015,169,0.1963651,1,2015
2016,169,0.1963651,1,2015
2017,169,0.6261865,1,2015
2018,169,0.1963651,1,2015
2004,170,0.1216506,0,2012
2005,170,0.0713267,0,2012
2006,170,0.6261865,0,2012
2007,170,0.4927029,0,2012
2008,170,0.1426009,0,2012
2009,170,0.0045346,0,2012
2010,170,0.1320788,0,2012
2011,170,0.13963,0,2012
2012,170,-0.0162636,1,2012
2013,170,0.006059,1,2012
2014,170,0.0189332,1,2012
2015,170,0.0344446,1,2012
2016,170,0.0083987,1,2012
2017,170,0.0145395,1,2012
2018,170,0.0279366,1,2015
2004,171,0.0707507,0,2014
2005,171,0.6261865,0,2014
2006,171,-0.2630836,0,2014
2007,171,0.0707507,0,2014
2008,171,0.0707507,0,2014
2009,171,0.0559491,0,2014
2010,171,0.0158462,0,2014
2011,171,0.0148917,0,2014
2012,171,-0.0095596,0,2014
2013,171,0.0019037,0,2014
2014,171,0.1247921,1,2014
2015,171,0.0797773,1,2014
2016,171,0.0628101,1,2014
2017,171,0.019497,1,2014
2018,171,0.1199978,1,2014
2004,172,0.1265161,0,2014
2005,172,0.0003533,0,2014
2006,172,-0.2630836,0,2014
2007,172,0.6261865,0,2014
2008,172,0.2516974,0,2014
2009,172,0.0945499,0,2014
2010,172,0.1372918,0,2014
2011,172,0.3198542,0,2014
2012,172,0.0783565,0,2014
2013,172,-0.1733684,0,2014
2014,172,0.1036953,1,2014
2015,172,0.198079,1,2014
2016,172,0.6261865,1,2014
2017,172,-0.2140784,1,2014
2018,172,-0.0144942,1,2014
2004,173,0.0241308,0,2016
2005,173,-0.2630836,0,2016
2006,173,0.1244206,0,2016
2007,173,-0.2579859,0,2016
2008,173,0.2891202,0,2016
2009,173,0.6261865,0,2016
2010,173,0.2156427,0,2016
2011,173,-0.2630836,0,2016
2012,173,-0.0639623,0,2016
2013,173,-0.2630836,0,2016
2014,173,0.0241308,0,2016
2015,173,0.0241308,0,2016
2016,173,0.0690637,1,2016
2017,173,-0.0037253,1,2016
2018,173,0.0800601,1,2016
2004,174,0.0944394,0,2014
2005,174,0.163156,0,2014
2006,174,-0.1622172,0,2014
2007,174,0.2152146,0,2014
2008,174,-0.0685893,0,2014
2009,174,0.3249718,0,2014
