year,cityid,g_private,reform,reformyear
2012,232,0.0881537,0,2013
2013,232,0.0909643,1,2013
2014,232,0.0402158,1,2013
2015,232,0.0505962,1,2013
2016,232,0.1291685,1,2013
2017,232,0.1070723,1,2013
2018,232,0.1993412,1,2013
2004,233,0.137333,0,2013
2005,233,0.0309524,0,2013
2006,233,0.0011547,0,2013
2007,233,0.2068281,0,2013
2008,233,0.0493922,0,2013
2009,233,0.5114025,0,2013
2010,233,-0.1826673,0,2013
2011,233,0.4969846,0,2013
2012,233,0.08924,0,2013
2013,233,0.3194223,1,2013
2014,233,0.218605,1,2013
2015,233,0.1954804,1,2013
2016,233,0.1194251,1,2013
2017,233,0.1295257,1,2013
2018,233,-0.2630836,1,2013
2004,234,0.101531,0,2014
2005,234,0.4924037,0,2014
2006,234,0.0953951,0,2014
2007,234,-0.2630836,0,2014
2008,234,0.0493922,0,2014
2009,234,0.0577596,0,2014
2010,234,0.2033029,0,2014
2011,234,0.0836184,0,2014
2012,234,0.0881537,0,2014
2013,234,0.0909643,0,2014
2014,234,0.0402158,1,2014
2015,234,0.1065718,1,2014
2016,234,0.0720499,1,2014
2017,234,0.1539328,1,2014
2018,234,0.1507578,1,2014
2004,235,0.0778584,0,2013
2005,235,-0.2630836,0,2013
2006,235,0.0011547,0,2013
2007,235,0.2068281,0,2013
2008,235,0.0493922,0,2013
2009,235,0.0577596,0,2013
2010,235,0.1809681,0,2013
2011,235,0.1200058,0,2013
2012,235,0.0727119,0,2013
2013,235,0.4116512,1,2013
2014,235,0.0009629,1,2013
2015,235,0.0994202,1,2013
2016,235,0.0761719,1,2013
2017,235,0.0760073,1,2013
2018,235,6.75E-05,1,2013
2004,236,0.1632146,0,2015
2005,236,0.0544773,0,2015
2006,236,0.0011547,0,2015
2007,236,0.5485352,0,2015
2008,236,0.1381072,0,2015
2009,236,0.3624084,0,2015
2010,236,0.1436573,0,2015
2011,236,0.0999992,0,2015
2012,236,0.0969567,0,2015
2013,236,0.2948949,0,2015
2014,236,0.2995161,0,2015
2015,236,0.376087,1,2015
2016,236,0.1087326,1,2015
2017,236,0.0235615,1,2015
2018,236,-0.2630836,1,2015
2004,237,0.1410712,0,2017
2005,237,0.1410712,0,2017
2006,237,0.5539488,0,2017
2007,237,0.1410712,0,2017
2008,237,0.3896131,0,2017
2009,237,-0.0301105,0,2017
2010,237,0,0,2017
2011,237,0.0738902,0,2017
2012,237,0.0881537,0,2017
2013,237,0.0909643,0,2017
2014,237,0.0402158,0,2017
2015,237,0.0505962,0,2017
2016,237,0.1291685,0,2017
2017,237,0.1070723,1,2017
2018,237,0.1993412,1,2017
2004,238,0.1026234,0,2016
2005,238,0.1521041,0,2016
2006,238,0.0642323,0,2016
2007,238,0.1026234,0,2016
2008,238,0.1026234,0,2016
2009,238,0.3448179,0,2016
2010,238,0.0487879,0,2016
2011,238,-0.054231,0,2016
2012,238,0.315719,0,2016
2013,238,0.0213873,0,2016
2014,238,0.1124988,0,2016
2015,238,-0.0120621,0,2016
2016,238,-0.0089834,1,2016
2017,238,0.0815742,1,2016
2018,238,0.1656353,1,2016
